order_id,product_name,category,price,qty,amount,order_date,city,payment_method
351,Notebook,Stationery,3961,2,7922,2023-03-13,Chennai,Net Banking
352,T-Shirt,Fashion,24326,5,121630,2023-12-09,Hyderabad,Credit Card
353,Laptop,Electronics,41480,4,165920,2023-05-13,Ahmedabad,Net Banking
354,Shoes,Fashion,40337,4,161348,2025-08-04,Hyderabad,Credit Card
355,Air Fryer,Home Appliances,40377,5,201885,2023-02-14,Indore,UPI
356,Air Fryer,Home Appliances,19400,4,77600,2024-09-28,Ahmedabad,Debit Card
357,Jeans,Fashion,11268,3,33804,2023-09-20,Delhi,UPI
358,Smartphone,Electronics,21180,4,84720,2024-08-29,Kolkata,UPI
359,Shoes,Fashion,40459,3,121377,2024-02-07,Chennai,Debit Card
360,Notebook,Stationery,6636,1,6636,2023-06-28,Bengaluru,Net Banking
361,Jeans,Fashion,18086,3,54258,2025-06-29,Hyderabad,Debit Card
362,Smartphone,Electronics,23615,1,23615,2023-01-05,Bengaluru,Net Banking
363,Notebook,Stationery,15698,2,31396,2024-02-15,Mumbai,Debit Card
364,Shoes,Fashion,37924,2,75848,2023-09-25,Pune,Net Banking
365,Mixer Grinder,Home Appliances,42582,5,212910,2025-09-18,Chennai,UPI
366,Laptop,Electronics,45951,2,91902,2023-09-12,Ahmedabad,Cash
367,Air Fryer,Home Appliances,19686,2,39372,2025-09-05,Kolkata,Cash
368,Shoes,Fashion,42750,2,85500,2023-08-10,Indore,Credit Card
369,Mixer Grinder,Home Appliances,5299,5,26495,2025-07-13,Kolkata,UPI
370,Air Fryer,Home Appliances,15479,4,61916,2023-07-20,Ahmedabad,Credit Card
371,Notebook,Stationery,12173,1,12173,2023-07-19,Kolkata,Cash
372,Headphones,Electronics,2793,4,11172,2025-12-14,Kolkata,Debit Card
373,Smartphone,Electronics,14964,4,59856,2023-05-06,Pune,UPI
374,Mixer Grinder,Home Appliances,24541,3,73623,2025-09-16,Ahmedabad,Net Banking
375,T-Shirt,Fashion,23634,3,70902,2025-10-13,Delhi,Credit Card
376,Smartphone,Electronics,22516,1,22516,2025-05-31,Delhi,Net Banking
377,T-Shirt,Fashion,31135,2,62270,2024-08-07,Chennai,Debit Card
378,Air Fryer,Home Appliances,10220,4,40880,2024-08-25,Chennai,Net Banking
379,Pen Pack,Stationery,2458,1,2458,2023-02-17,Delhi,Debit Card
380,Smartphone,Electronics,321,3,963,2025-05-25,Mumbai,Net Banking
381,Pen Pack,Stationery,3685,4,14740,2023-07-20,Ahmedabad,Net Banking
382,Headphones,Electronics,41391,5,206955,2024-09-12,Pune,Debit Card
383,Laptop,Electronics,10266,5,51330,2024-07-07,Chennai,Net Banking
384,T-Shirt,Fashion,22987,5,114935,2024-02-05,Jaipur,UPI
385,Air Fryer,Home Appliances,20906,1,20906,2023-10-20,Ahmedabad,Debit Card
386,T-Shirt,Fashion,8701,3,26103,2025-07-04,Chennai,Cash
387,Pen Pack,Stationery,38178,2,76356,2025-03-23,Pune,UPI
388,Smartphone,Electronics,13087,3,39261,2024-02-12,Mumbai,UPI
389,Smartphone,Electronics,29252,5,146260,2024-02-06,Jaipur,Debit Card
390,Mixer Grinder,Home Appliances,24651,2,49302,2025-02-21,Mumbai,Net Banking
391,Shoes,Fashion,35491,5,177455,2025-03-31,Mumbai,Net Banking
392,Notebook,Stationery,16737,3,50211,2024-01-03,Pune,UPI
393,Laptop,Electronics,20214,2,40428,2025-12-07,Bengaluru,UPI
394,Notebook,Stationery,45061,1,45061,2025-04-30,Delhi,UPI
395,Mixer Grinder,Home Appliances,32561,3,97683,2023-03-13,Hyderabad,Debit Card
396,Laptop,Electronics,26254,4,105016,2025-12-16,Mumbai,Credit Card
397,Air Fryer,Home Appliances,47607,1,47607,2025-01-03,Ahmedabad,UPI
398,Shoes,Fashion,20380,3,61140,2023-04-15,Chennai,UPI
399,Smartphone,Electronics,39163,4,156652,2024-09-01,Indore,UPI
400,Jeans,Fashion,35801,5,179005,2024-01-26,Mumbai,Cash
401,T-Shirt,Fashion,44916,1,44916,2024-06-23,Indore,Debit Card
402,Headphones,Electronics,21260,3,63780,2023-11-12,Kolkata,Debit Card
403,Air Fryer,Home Appliances,290,2,580,2024-01-25,Bengaluru,UPI
404,Notebook,Stationery,36306,3,108918,2023-05-27,Chennai,Credit Card
405,Pen Pack,Stationery,40564,2,81128,2024-01-23,Delhi,Credit Card
406,Headphones,Electronics,11384,3,34152,2025-03-26,Bengaluru,UPI
407,T-Shirt,Fashion,14275,3,42825,2024-11-15,Chennai,Credit Card
408,Shoes,Fashion,31820,5,159100,2023-08-12,Indore,Debit Card
409,Laptop,Electronics,9352,4,37408,2024-07-14,Indore,Credit Card
410,T-Shirt,Fashion,32093,4,128372,2024-12-29,Hyderabad,Cash
411,Laptop,Electronics,25093,1,25093,2024-01-29,Indore,UPI
412,Smartphone,Electronics,28551,4,114204,2025-12-22,Ahmedabad,Debit Card
413,Headphones,Electronics,41945,2,83890,2025-03-24,Mumbai,UPI
414,Mixer Grinder,Home Appliances,38565,4,154260,2025-01-17,Chennai,Cash
415,Pen Pack,Stationery,11744,1,11744,2024-03-17,Ahmedabad,Cash
416,Shoes,Fashion,1115,4,4460,2024-11-20,Pune,Cash
417,Laptop,Electronics,33686,2,67372,2025-04-03,Chennai,Debit Card
418,Notebook,Stationery,15062,1,15062,2023-05-24,Kolkata,UPI
419,Notebook,Stationery,34435,4,137740,2024-09-07,Hyderabad,Credit Card
420,Shoes,Fashion,486,4,1944,2025-12-19,Pune,Debit Card
421,T-Shirt,Fashion,40101,1,40101,2024-06-01,Delhi,Net Banking
422,Laptop,Electronics,2656,2,5312,2024-04-21,Hyderabad,Cash
423,T-Shirt,Fashion,18093,3,54279,2024-01-25,Delhi,Cash
424,Smartphone,Electronics,32150,5,160750,2025-05-09,Jaipur,Net Banking
425,Laptop,Electronics,22208,2,44416,2023-05-16,Hyderabad,Net Banking
426,Laptop,Electronics,3502,4,14008,2024-11-02,Mumbai,Debit Card
427,Notebook,Stationery,12657,1,12657,2024-01-04,Bengaluru,UPI
428,T-Shirt,Fashion,17129,4,68516,2024-05-26,Delhi,Debit Card
429,Notebook,Stationery,22194,4,88776,2023-02-19,Chennai,Cash
430,Air Fryer,Home Appliances,49322,5,246610,2024-11-24,Bengaluru,Credit Card
431,Jeans,Fashion,20537,2,41074,2024-10-04,Chennai,UPI
432,Shoes,Fashion,755,5,3775,2024-08-16,Delhi,Credit Card
433,Shoes,Fashion,21875,5,109375,2023-02-19,Pune,UPI
434,Air Fryer,Home Appliances,9673,5,48365,2025-07-24,Chennai,UPI
435,Notebook,Stationery,48132,1,48132,2024-10-27,Jaipur,Cash
436,Air Fryer,Home Appliances,17482,2,34964,2023-10-14,Ahmedabad,UPI
437,Pen Pack,Stationery,43986,1,43986,2025-07-22,Bengaluru,Cash
438,Headphones,Electronics,42514,1,42514,2023-12-27,Ahmedabad,Net Banking
439,Smartphone,Electronics,28251,1,28251,2024-06-08,Delhi,Cash
440,Headphones,Electronics,42715,2,85430,2024-02-22,Bengaluru,UPI
441,Notebook,Stationery,44079,1,44079,2025-11-22,Mumbai,UPI
442,Headphones,Electronics,46379,1,46379,2025-01-08,Indore,Cash
443,Jeans,Fashion,12697,2,25394,2024-07-21,Chennai,Cash
444,Mixer Grinder,Home Appliances,41337,3,124011,2025-08-16,Pune,Cash
445,Air Fryer,Home Appliances,19063,1,19063,2025-09-23,Pune,Credit Card
446,Smartphone,Electronics,38598,5,192990,2023-05-25,Delhi,Credit Card
447,Pen Pack,Stationery,27671,5,138355,2024-04-29,Kolkata,Net Banking
448,T-Shirt,Fashion,22925,1,22925,2025-09-23,Hyderabad,Net Banking
449,T-Shirt,Fashion,12303,4,49212,2023-07-02,Delhi,Credit Card
450,Jeans,Fashion,34417,3,103251,2024-11-16,Jaipur,UPI
451,Headphones,Electronics,13762,1,13762,2023-02-26,Bengaluru,UPI
452,Pen Pack,Stationery,26422,2,52844,2023-08-30,Mumbai,Debit Card
453,Smartphone,Electronics,17756,4,71024,2025-08-21,Pune,Cash
454,T-Shirt,Fashion,17140,5,85700,2024-08-05,Delhi,Debit Card
455,Notebook,Stationery,17504,2,35008,2023-08-13,Mumbai,Credit Card
456,Shoes,Fashion,22172,5,110860,2024-06-17,Bengaluru,UPI
457,T-Shirt,Fashion,32563,1,32563,2025-05-29,Delhi,Net Banking
458,Headphones,Electronics,45914,2,91828,2024-09-02,Pune,Debit Card
459,Mixer Grinder,Home Appliances,46678,5,233390,2025-09-03,Ahmedabad,Credit Card
460,Shoes,Fashion,28470,5,142350,2024-06-20,Chennai,Debit Card
461,Headphones,Electronics,12158,2,24316,2025-12-11,Mumbai,Net Banking
462,Laptop,Electronics,23109,4,92436,2025-09-03,Delhi,Credit Card
463,Shoes,Fashion,30889,1,30889,2025-02-05,Delhi,UPI
464,T-Shirt,Fashion,24925,1,24925,2023-01-09,Kolkata,UPI
465,Jeans,Fashion,31457,2,62914,2023-02-08,Pune,Credit Card
466,Headphones,Electronics,13592,1,13592,2024-07-23,Pune,Debit Card
467,Pen Pack,Stationery,37880,4,151520,2024-12-27,Pune,Debit Card
468,T-Shirt,Fashion,15909,4,63636,2025-12-30,Mumbai,UPI
469,Notebook,Stationery,19117,4,76468,2023-05-05,Pune,Credit Card
470,T-Shirt,Fashion,17503,2,35006,2024-06-24,Mumbai,Credit Card
471,Laptop,Electronics,43045,5,215225,2024-06-16,Delhi,Cash
472,T-Shirt,Fashion,15679,2,31358,2023-08-16,Delhi,UPI
473,Air Fryer,Home Appliances,3842,4,15368,2025-03-28,Ahmedabad,Debit Card
474,T-Shirt,Fashion,37821,5,189105,2025-09-19,Hyderabad,Debit Card
475,T-Shirt,Fashion,5183,5,25915,2025-05-02,Jaipur,UPI
476,Notebook,Stationery,48392,3,145176,2024-08-10,Chennai,Cash
477,Jeans,Fashion,28870,3,86610,2023-11-27,Pune,UPI
478,Jeans,Fashion,12420,1,12420,2023-05-07,Ahmedabad,Debit Card
479,T-Shirt,Fashion,10526,3,31578,2025-10-12,Delhi,Credit Card
480,Jeans,Fashion,25804,2,51608,2025-10-08,Mumbai,UPI
481,Notebook,Stationery,43466,4,173864,2023-06-07,Jaipur,Cash
482,Headphones,Electronics,15849,3,47547,2023-01-22,Delhi,Net Banking
483,Headphones,Electronics,1193,1,1193,2025-04-14,Hyderabad,Net Banking
484,Headphones,Electronics,42708,5,213540,2023-04-12,Hyderabad,Net Banking
485,Headphones,Electronics,20142,1,20142,2023-10-10,Indore,Net Banking
486,Mixer Grinder,Home Appliances,36477,5,182385,2024-12-20,Chennai,Net Banking
487,Notebook,Stationery,2300,4,9200,2025-09-29,Jaipur,Cash
488,Smartphone,Electronics,23514,4,94056,2025-04-07,Kolkata,Cash
489,Laptop,Electronics,24312,4,97248,2023-10-18,Jaipur,Net Banking
490,Notebook,Stationery,37961,3,113883,2025-10-25,Hyderabad,Net Banking
491,Jeans,Fashion,795,2,1590,2025-08-30,Jaipur,UPI
492,Shoes,Fashion,32338,1,32338,2024-10-09,Delhi,Cash
493,T-Shirt,Fashion,29410,3,88230,2024-04-24,Ahmedabad,Credit Card
494,Air Fryer,Home Appliances,40171,5,200855,2025-07-06,Kolkata,Credit Card
495,Headphones,Electronics,4634,3,13902,2025-10-13,Chennai,Net Banking
496,Shoes,Fashion,28839,1,28839,2025-01-08,Kolkata,UPI
497,Pen Pack,Stationery,39970,5,199850,2023-03-28,Hyderabad,UPI
498,Headphones,Electronics,1435,5,7175,2024-05-22,Ahmedabad,Debit Card
499,Notebook,Stationery,4935,5,24675,2023-09-17,Hyderabad,Net Banking
500,Pen Pack,Stationery,3531,1,3531,2025-08-08,Kolkata,Debit Card
501,T-Shirt,Fashion,17769,2,35538,2023-04-16,Indore,Cash
502,Smartphone,Electronics,34325,2,68650,2025-03-17,Chennai,Debit Card
503,Pen Pack,Stationery,39301,4,157204,2025-10-31,Ahmedabad,Credit Card
504,Pen Pack,Stationery,13388,2,26776,2023-09-07,Hyderabad,Cash
505,Jeans,Fashion,31852,1,31852,2023-08-25,Bengaluru,Credit Card
506,T-Shirt,Fashion,48837,3,146511,2024-10-18,Ahmedabad,Net Banking
507,Mixer Grinder,Home Appliances,7218,2,14436,2024-04-21,Indore,Debit Card
508,Shoes,Fashion,47656,4,190624,2024-06-06,Kolkata,Cash
509,Air Fryer,Home Appliances,29441,5,147205,2025-03-25,Jaipur,Net Banking
510,Notebook,Stationery,23818,3,71454,2024-08-16,Delhi,UPI
511,Air Fryer,Home Appliances,38621,5,193105,2025-07-17,Indore,Credit Card
512,Notebook,Stationery,30909,3,92727,2025-12-15,Kolkata,Credit Card
513,Air Fryer,Home Appliances,12647,4,50588,2024-10-20,Delhi,Net Banking
514,Mixer Grinder,Home Appliances,4169,3,12507,2023-09-04,Hyderabad,UPI
515,Shoes,Fashion,20253,3,60759,2024-06-25,Hyderabad,Net Banking
516,Jeans,Fashion,812,3,2436,2025-06-14,Bengaluru,Cash
517,Notebook,Stationery,33159,1,33159,2024-10-10,Jaipur,UPI
518,Jeans,Fashion,10710,4,42840,2024-05-01,Hyderabad,Debit Card
519,Mixer Grinder,Home Appliances,33937,5,169685,2025-12-05,Chennai,Credit Card
520,Laptop,Electronics,45185,2,90370,2024-10-06,Indore,UPI
521,Notebook,Stationery,42278,3,126834,2023-01-09,Jaipur,UPI
522,Mixer Grinder,Home Appliances,40932,1,40932,2023-05-02,Ahmedabad,Credit Card
523,Headphones,Electronics,34211,5,171055,2024-07-01,Delhi,Credit Card
524,Jeans,Fashion,20852,5,104260,2023-06-10,Bengaluru,UPI
525,Smartphone,Electronics,35268,5,176340,2023-06-12,Pune,Cash
526,Notebook,Stationery,45410,2,90820,2023-09-20,Pune,UPI
527,Headphones,Electronics,2259,1,2259,2023-02-01,Indore,Net Banking
528,Notebook,Stationery,20219,4,80876,2023-02-06,Pune,Credit Card
529,Air Fryer,Home Appliances,36019,5,180095,2025-03-08,Kolkata,Credit Card
530,Mixer Grinder,Home Appliances,28790,2,57580,2025-05-16,Pune,Debit Card
531,Jeans,Fashion,46303,1,46303,2024-06-28,Bengaluru,Credit Card
532,Headphones,Electronics,23516,4,94064,2025-03-13,Bengaluru,Debit Card
533,Jeans,Fashion,3608,4,14432,2023-01-01,Indore,Cash
534,Notebook,Stationery,48719,5,243595,2024-08-25,Jaipur,Credit Card
535,Smartphone,Electronics,3624,5,18120,2023-08-26,Delhi,UPI
536,Notebook,Stationery,28841,4,115364,2024-06-13,Hyderabad,UPI
537,Smartphone,Electronics,760,1,760,2025-04-11,Ahmedabad,Credit Card
538,Laptop,Electronics,39865,3,119595,2024-08-03,Indore,Net Banking
539,Smartphone,Electronics,27412,2,54824,2025-04-16,Bengaluru,Net Banking
540,Headphones,Electronics,46233,1,46233,2023-05-10,Hyderabad,Credit Card
541,Smartphone,Electronics,37452,5,187260,2023-02-18,Jaipur,Credit Card
542,Smartphone,Electronics,48642,4,194568,2023-04-12,Hyderabad,Net Banking
543,Laptop,Electronics,47118,2,94236,2025-11-08,Indore,Net Banking
544,Notebook,Stationery,40079,1,40079,2025-01-13,Bengaluru,Cash
545,Headphones,Electronics,31277,2,62554,2023-12-27,Pune,Cash
546,Laptop,Electronics,20623,5,103115,2024-01-19,Kolkata,UPI
547,Laptop,Electronics,32746,5,163730,2024-03-06,Mumbai,UPI
548,Headphones,Electronics,34452,2,68904,2025-03-23,Kolkata,Debit Card
549,Air Fryer,Home Appliances,24906,1,24906,2024-07-14,Kolkata,Net Banking
550,Smartphone,Electronics,2799,5,13995,2023-12-15,Indore,Net Banking
551,Jeans,Fashion,17239,1,17239,2024-03-13,Ahmedabad,Net Banking
552,Jeans,Fashion,45862,2,91724,2023-08-09,Kolkata,Credit Card
553,Jeans,Fashion,6134,2,12268,2025-07-08,Bengaluru,UPI
554,Jeans,Fashion,28293,3,84879,2023-01-28,Chennai,Cash
555,Smartphone,Electronics,4367,4,17468,2023-12-28,Delhi,UPI
556,Notebook,Stationery,7497,3,22491,2025-06-14,Jaipur,Cash
557,Notebook,Stationery,8301,4,33204,2025-10-03,Chennai,Net Banking
558,Shoes,Fashion,24969,5,124845,2023-07-24,Indore,UPI
559,Pen Pack,Stationery,44667,1,44667,2024-10-05,Delhi,Credit Card
560,Mixer Grinder,Home Appliances,42627,3,127881,2023-05-26,Pune,Credit Card
561,Pen Pack,Stationery,36707,4,146828,2024-08-16,Kolkata,Cash
562,Shoes,Fashion,3520,4,14080,2023-04-13,Jaipur,Debit Card
563,Headphones,Electronics,9232,5,46160,2025-10-22,Kolkata,Cash
564,Pen Pack,Stationery,49696,3,149088,2025-09-27,Ahmedabad,Net Banking
565,Jeans,Fashion,14007,2,28014,2024-04-28,Ahmedabad,Net Banking
566,Headphones,Electronics,24145,5,120725,2023-08-26,Mumbai,Cash
567,Pen Pack,Stationery,28733,1,28733,2023-04-06,Chennai,Cash
568,Air Fryer,Home Appliances,42465,2,84930,2025-11-11,Jaipur,Debit Card
569,Smartphone,Electronics,32713,5,163565,2025-08-17,Mumbai,UPI
570,Air Fryer,Home Appliances,35231,2,70462,2023-07-15,Mumbai,Cash
571,Mixer Grinder,Home Appliances,8061,1,8061,2025-06-05,Ahmedabad,Debit Card
572,Headphones,Electronics,13968,5,69840,2024-03-07,Pune,UPI
573,Notebook,Stationery,29671,1,29671,2025-12-21,Hyderabad,Cash
574,Jeans,Fashion,48565,4,194260,2023-05-05,Hyderabad,Cash
575,Laptop,Electronics,10815,4,43260,2024-08-31,Pune,Cash
576,Laptop,Electronics,2562,1,2562,2023-05-24,Hyderabad,Cash
577,Notebook,Stationery,18141,4,72564,2023-12-02,Ahmedabad,Cash
578,Smartphone,Electronics,38094,5,190470,2024-12-27,Jaipur,UPI
579,Mixer Grinder,Home Appliances,46361,4,185444,2024-03-02,Hyderabad,Debit Card
580,Shoes,Fashion,21473,4,85892,2025-01-10,Pune,Net Banking
581,Smartphone,Electronics,16214,4,64856,2023-06-08,Pune,Debit Card
582,T-Shirt,Fashion,44082,5,220410,2023-03-10,Indore,Debit Card
583,Shoes,Fashion,21012,2,42024,2025-05-29,Ahmedabad,Debit Card
584,Air Fryer,Home Appliances,41388,1,41388,2025-07-01,Indore,Credit Card
585,Shoes,Fashion,46982,3,140946,2024-09-25,Jaipur,Net Banking
586,Laptop,Electronics,45197,5,225985,2025-08-16,Delhi,Debit Card
587,Smartphone,Electronics,231,3,693,2025-02-04,Hyderabad,UPI
588,Smartphone,Electronics,43570,1,43570,2025-05-30,Delhi,Credit Card
589,T-Shirt,Fashion,25044,4,100176,2025-01-22,Pune,Cash
590,Air Fryer,Home Appliances,43129,4,172516,2024-05-01,Hyderabad,Cash
591,Mixer Grinder,Home Appliances,5678,5,28390,2024-05-22,Chennai,Debit Card
592,Notebook,Stationery,27459,4,109836,2025-06-26,Chennai,Net Banking
593,Smartphone,Electronics,30543,3,91629,2023-01-20,Pune,UPI
594,T-Shirt,Fashion,45479,3,136437,2025-11-24,Jaipur,Credit Card
595,Laptop,Electronics,32327,3,96981,2023-07-16,Chennai,Net Banking
596,Laptop,Electronics,11752,3,35256,2025-05-07,Ahmedabad,Debit Card
597,Jeans,Fashion,6071,2,12142,2023-10-14,Pune,UPI
598,Smartphone,Electronics,31780,1,31780,2023-03-22,Indore,Net Banking
599,Smartphone,Electronics,12833,1,12833,2023-09-08,Delhi,Net Banking
600,Jeans,Fashion,18382,3,55146,2024-11-12,Jaipur,UPI
601,Smartphone,Electronics,38677,1,38677,2024-02-08,Mumbai,Cash
602,Laptop,Electronics,20036,3,60108,2024-02-23,Kolkata,Credit Card
603,T-Shirt,Fashion,22917,4,91668,2024-07-20,Ahmedabad,Credit Card
604,Laptop,Electronics,47359,4,189436,2024-06-29,Mumbai,Cash
605,Smartphone,Electronics,24580,3,73740,2025-03-26,Kolkata,UPI
606,Pen Pack,Stationery,14031,4,56124,2024-07-08,Indore,Debit Card
607,Headphones,Electronics,23971,1,23971,2023-10-08,Jaipur,Cash
608,Smartphone,Electronics,40222,3,120666,2023-05-14,Chennai,Debit Card
609,Laptop,Electronics,49802,4,199208,2024-12-09,Chennai,Net Banking
610,Laptop,Electronics,16877,5,84385,2025-03-13,Mumbai,Credit Card
611,Pen Pack,Stationery,42283,4,169132,2025-11-01,Indore,Net Banking
612,Air Fryer,Home Appliances,48638,1,48638,2024-04-17,Ahmedabad,Debit Card
613,Headphones,Electronics,13693,5,68465,2024-08-17,Kolkata,Credit Card
614,Mixer Grinder,Home Appliances,6144,4,24576,2025-10-10,Bengaluru,Cash
615,Air Fryer,Home Appliances,18602,5,93010,2023-10-13,Indore,Credit Card
616,Laptop,Electronics,1238,1,1238,2024-12-06,Delhi,Cash
617,Smartphone,Electronics,35038,1,35038,2023-10-02,Bengaluru,Debit Card
618,Laptop,Electronics,19425,3,58275,2025-01-01,Hyderabad,UPI
619,Notebook,Stationery,22205,3,66615,2025-04-08,Pune,Net Banking
620,Headphones,Electronics,32058,3,96174,2023-07-01,Delhi,Credit Card
621,T-Shirt,Fashion,48587,3,145761,2024-09-20,Jaipur,Debit Card
622,T-Shirt,Fashion,14542,4,58168,2025-03-09,Pune,Credit Card
623,Headphones,Electronics,47240,1,47240,2024-03-26,Jaipur,UPI
624,Shoes,Fashion,41089,2,82178,2023-12-20,Indore,UPI
625,Jeans,Fashion,14340,3,43020,2025-02-24,Chennai,Net Banking
626,Pen Pack,Stationery,33093,4,132372,2023-08-01,Mumbai,Net Banking
627,Air Fryer,Home Appliances,15900,5,79500,2025-08-03,Kolkata,Debit Card
628,Air Fryer,Home Appliances,9562,1,9562,2025-02-18,Chennai,Credit Card
629,Air Fryer,Home Appliances,40282,4,161128,2023-08-23,Delhi,UPI
630,T-Shirt,Fashion,22714,1,22714,2025-06-13,Mumbai,Net Banking
631,Pen Pack,Stationery,41466,3,124398,2024-08-05,Kolkata,Credit Card
632,Notebook,Stationery,12294,2,24588,2024-02-14,Pune,Net Banking
633,Headphones,Electronics,39834,3,119502,2023-05-24,Bengaluru,Debit Card
634,Air Fryer,Home Appliances,5920,1,5920,2025-04-16,Ahmedabad,Cash
635,Jeans,Fashion,29442,3,88326,2025-12-07,Mumbai,Debit Card
636,Mixer Grinder,Home Appliances,206,3,618,2024-05-09,Hyderabad,Cash
637,Laptop,Electronics,34878,3,104634,2023-08-25,Hyderabad,Credit Card
638,Laptop,Electronics,2143,2,4286,2024-03-27,Jaipur,UPI
639,Jeans,Fashion,36095,1,36095,2023-08-28,Chennai,Debit Card
640,Laptop,Electronics,18720,4,74880,2024-05-20,Hyderabad,Net Banking
641,Mixer Grinder,Home Appliances,38420,5,192100,2023-12-07,Kolkata,UPI
642,Headphones,Electronics,30852,5,154260,2025-11-25,Ahmedabad,Cash
643,T-Shirt,Fashion,41518,5,207590,2024-08-05,Pune,Credit Card
644,Air Fryer,Home Appliances,1798,1,1798,2024-03-13,Pune,Cash
645,Mixer Grinder,Home Appliances,8384,1,8384,2024-03-31,Pune,Credit Card
646,T-Shirt,Fashion,10728,4,42912,2024-07-16,Bengaluru,Net Banking
647,Pen Pack,Stationery,4657,3,13971,2025-04-14,Kolkata,UPI
648,T-Shirt,Fashion,37723,5,188615,2023-01-06,Pune,UPI
649,Air Fryer,Home Appliances,37314,3,111942,2023-01-17,Delhi,Debit Card
650,Laptop,Electronics,330,4,1320,2024-06-05,Chennai,Debit Card
651,T-Shirt,Fashion,46408,2,92816,2025-06-11,Pune,Debit Card
652,Laptop,Electronics,12525,3,37575,2025-08-03,Chennai,Debit Card
653,Mixer Grinder,Home Appliances,38403,2,76806,2023-01-04,Kolkata,UPI
654,Notebook,Stationery,20091,4,80364,2023-03-21,Hyderabad,Debit Card
655,Jeans,Fashion,1340,3,4020,2023-09-16,Pune,Cash
656,Mixer Grinder,Home Appliances,1091,4,4364,2024-08-02,Mumbai,UPI
657,T-Shirt,Fashion,8859,3,26577,2025-04-05,Ahmedabad,Cash
658,T-Shirt,Fashion,26180,4,104720,2025-07-11,Bengaluru,Debit Card
659,Headphones,Electronics,4477,1,4477,2025-10-02,Indore,Credit Card
660,Smartphone,Electronics,44241,3,132723,2025-02-02,Kolkata,UPI
661,Mixer Grinder,Home Appliances,43531,2,87062,2025-04-02,Delhi,Net Banking
662,Mixer Grinder,Home Appliances,37368,5,186840,2024-05-21,Mumbai,Credit Card
663,Laptop,Electronics,37087,2,74174,2023-01-17,Bengaluru,Cash
664,Headphones,Electronics,32941,4,131764,2025-08-21,Delhi,UPI
665,Pen Pack,Stationery,48022,4,192088,2024-02-22,Delhi,Credit Card
666,Pen Pack,Stationery,35360,5,176800,2025-09-24,Hyderabad,Debit Card
667,Air Fryer,Home Appliances,18689,2,37378,2024-10-24,Delhi,Credit Card
668,Shoes,Fashion,13539,2,27078,2025-03-15,Hyderabad,Cash
669,Headphones,Electronics,13597,1,13597,2024-10-15,Chennai,Cash
670,Mixer Grinder,Home Appliances,35593,4,142372,2025-02-24,Pune,Net Banking
671,Laptop,Electronics,44518,4,178072,2023-07-17,Jaipur,UPI
672,Mixer Grinder,Home Appliances,30726,4,122904,2023-10-09,Ahmedabad,Debit Card
673,Smartphone,Electronics,45692,5,228460,2024-02-28,Mumbai,Debit Card
674,Jeans,Fashion,32569,4,130276,2025-11-25,Indore,UPI
675,Notebook,Stationery,3173,1,3173,2025-09-29,Hyderabad,Net Banking
676,Jeans,Fashion,48431,4,193724,2025-04-29,Delhi,Credit Card
677,Mixer Grinder,Home Appliances,41676,5,208380,2024-12-03,Delhi,UPI
678,Shoes,Fashion,9184,2,18368,2024-02-07,Indore,Debit Card
679,Pen Pack,Stationery,7362,2,14724,2023-08-26,Ahmedabad,Cash
680,T-Shirt,Fashion,44727,3,134181,2023-03-20,Jaipur,Credit Card
681,Mixer Grinder,Home Appliances,18195,2,36390,2023-06-14,Kolkata,Debit Card
682,Smartphone,Electronics,42204,3,126612,2025-02-23,Kolkata,Net Banking
683,Mixer Grinder,Home Appliances,7496,3,22488,2025-09-07,Ahmedabad,Debit Card
684,Jeans,Fashion,36451,1,36451,2025-11-25,Bengaluru,Cash
685,Laptop,Electronics,20534,5,102670,2025-01-07,Mumbai,Net Banking
686,Smartphone,Electronics,11626,2,23252,2024-04-22,Pune,Net Banking
687,Headphones,Electronics,49574,5,247870,2023-04-18,Jaipur,Credit Card
688,Headphones,Electronics,35230,4,140920,2025-01-18,Mumbai,Cash
689,Jeans,Fashion,23866,3,71598,2024-07-20,Ahmedabad,Cash
690,Smartphone,Electronics,23129,4,92516,2025-06-02,Indore,Net Banking
691,Headphones,Electronics,47273,2,94546,2023-02-16,Delhi,Credit Card
692,Mixer Grinder,Home Appliances,28380,4,113520,2023-02-21,Kolkata,UPI
693,T-Shirt,Fashion,41033,5,205165,2023-03-22,Chennai,UPI
694,T-Shirt,Fashion,1383,2,2766,2024-10-26,Ahmedabad,Cash
695,Jeans,Fashion,15209,5,76045,2025-09-06,Pune,Net Banking
696,Smartphone,Electronics,4722,2,9444,2025-03-18,Bengaluru,Credit Card
697,Jeans,Fashion,36328,2,72656,2024-11-16,Indore,Debit Card
698,Shoes,Fashion,49120,1,49120,2024-04-30,Indore,Net Banking
699,Pen Pack,Stationery,45041,4,180164,2024-12-15,Jaipur,Net Banking
700,Pen Pack,Stationery,43667,2,87334,2025-05-24,Pune,Credit Card
701,Air Fryer,Home Appliances,44869,5,224345,2025-05-20,Indore,Cash
702,Headphones,Electronics,13717,5,68585,2023-04-08,Pune,Cash
703,Mixer Grinder,Home Appliances,46754,5,233770,2023-06-02,Pune,Credit Card
704,Air Fryer,Home Appliances,17637,1,17637,2025-11-06,Delhi,Net Banking
705,Notebook,Stationery,9612,5,48060,2024-05-17,Pune,UPI
